x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.48254549503326416,0.794751763343811,0.539776623249054,0.7725683450698853,0.5865795016288757,0.7043404579162598,0.6043612360954285,0.6278396248817444,0.6342790126800537,0.5905271768569946,0.5622130036354065,0.6247588396072388,0.5620434880256653,0.5665543675422668,0.5516729950904846,0.6275815963745117,0.5529232025146484,0.6524642109870911,0.5224518775939941,0.6171488761901855,0.5198534727096558,0.5593653917312622,0.5161131620407104,0.6374907493591309,0.5222006440162659,0.6554068326950073,0.48509305715560913,0.6182318329811096,0.4782010316848755,0.5724907517433167,0.4814635217189789,0.6447662115097046,0.4908023476600647,0.6605805158615112,0.44811758399009705,0.6259276270866394,0.4394429624080658,0.5894341468811035,0.4476829767227173,0.6380587220191956,0.4569993019104004,0.6561625599861145,0
0.5621789693832397,0.7647187113761902,0.6198140978813171,0.7469865083694458,0.6653801798820496,0.6797587871551514,0.6868593096733093,0.6082990169525146,0.71580970287323,0.5733084082603455,0.6423935890197754,0.5999519228935242,0.6439670324325562,0.5493209362030029,0.6371256113052368,0.6079661846160889,0.6378290057182312,0.6341546773910522,0.6036558151245117,0.5907158851623535,0.6032534837722778,0.538627028465271,0.6004065275192261,0.6117681860923767,0.6036944389343262,0.628915548324585,0.5664518475532532,0.5922768712043762,0.5626055598258972,0.5501311421394348,0.5653390884399414,0.6185322403907776,0.5711337327957153,0.6333750486373901,0.5290148258209229,0.6011928915977478,0.5242636203765869,0.5668307542800903,0.5321415066719055,0.6149989366531372,0.5391680002212524,0.6327346563339233,0
0.5488439202308655,0.7614454030990601,0.6070822477340698,0.739601194858551,0.6522530913352966,0.6710960865020752,0.6697089076042175,0.5984386801719666,0.6989384889602661,0.564124584197998,0.6280273795127869,0.5938591957092285,0.6291965842247009,0.5392334461212158,0.6220293641090393,0.6005572080612183,0.624118983745575,0.6222330331802368,0.5899794101715088,0.5860708355903625,0.5878831744194031,0.5307148694992065,0.585966169834137,0.6051090359687805,0.5904825329780579,0.619585394859314,0.5533181428909302,0.5882251858711243,0.5486446619033813,0.5425892472267151,0.5524022579193115,0.6115601062774658,0.5593156218528748,0.6251999735832214,0.5162653923034668,0.5961194038391113,0.510850191116333,0.5618500113487244,0.5190893411636353,0.6075802445411682,0.5259998440742493,0.623482882976532,0
0.4563959836959839,0.7296408414840698,0.5082734823226929,0.7047591209411621,0.5479634404182434,0.6373794078826904,0.5637372732162476,0.5694344639778137,0.5893738865852356,0.5334397554397583,0.5208371877670288,0.5652773380279541,0.5155655741691589,0.5182775855064392,0.5127577781677246,0.575857400894165,0.5179111957550049,0.5989323258399963,0.4840261936187744,0.5609703063964844,0.47508811950683594,0.512488067150116,0.4783310294151306,0.5796836018562317,0.4862092137336731,0.5971012115478516,0.44915297627449036,0.5668011903762817,0.43926799297332764,0.5288984775543213,0.4477756917476654,0.5892215967178345,0.4574310779571533,0.6036133766174316,0.41514891386032104,0.5791574716567993,0.40721479058265686,0.5522527694702148,0.4174831211566925,0.5934906601905823,0.425771564245224,0.6086503863334656,0
0.4298645853996277,0.7318135499954224,0.48209384083747864,0.7052232027053833,0.5241559743881226,0.6371935606002808,0.5392069816589355,0.5660109519958496,0.5638235211372375,0.526999294757843,0.494495153427124,0.5646515488624573,0.48610347509384155,0.5165039896965027,0.4828627109527588,0.574816107749939,0.48882007598876953,0.5969246029853821,0.4568447768688202,0.5618277788162231,0.44509097933769226,0.5152933597564697,0.44831085205078125,0.5824573636054993,0.45648062229156494,0.5995267629623413,0.42245426774024963,0.5679169297218323,0.4104582667350769,0.530927836894989,0.41861027479171753,0.5918048620223999,0.42907190322875977,0.6076880693435669,0.38883212208747864,0.5804632902145386,0.3785083591938019,0.5541484951972961,0.38860443234443665,0.5966484546661377,0.39830031991004944,0.6132015585899353,0
0.4214582145214081,0.7315526008605957,0.47129127383232117,0.7051948308944702,0.5111591219902039,0.638011634349823,0.5261465907096863,0.5671103596687317,0.5512440800666809,0.529555082321167,0.4856302738189697,0.5655274987220764,0.475985586643219,0.5160524249076843,0.47343260049819946,0.5732870697975159,0.48074620962142944,0.5993937253952026,0.44823840260505676,0.5633648633956909,0.4349589943885803,0.5156196355819702,0.43913397192955017,0.5841103196144104,0.449951708316803,0.6014232039451599,0.4137360155582428,0.5696106553077698,0.399787962436676,0.5318536162376404,0.40874844789505005,0.5913469791412354,0.4212036728858948,0.6055312752723694,0.3798772096633911,0.5818644165992737,0.36659759283065796,0.5542886257171631,0.3777730464935303,0.5955082774162292,0.38944631814956665,0.6117514371871948,0
0.42202287912368774,0.7301976084709167,0.4727061986923218,0.7031475901603699,0.5109087824821472,0.6376487016677856,0.5261282920837402,0.5679253935813904,0.5522682666778564,0.5305067300796509,0.48557573556900024,0.5663567781448364,0.4763612449169159,0.5176304578781128,0.4727575182914734,0.5727683901786804,0.4797076880931854,0.5961812734603882,0.44821152091026306,0.5630208253860474,0.4356943368911743,0.515281617641449,0.43916770815849304,0.581745445728302,0.4493468999862671,0.5973309278488159,0.4132252335548401,0.5690115690231323,0.4004424810409546,0.5326842069625854,0.40890181064605713,0.5918554067611694,0.42089688777923584,0.6037096977233887,0.37946629524230957,0.5814395546913147,0.367834210395813,0.5564539432525635,0.37852227687835693,0.5967979431152344,0.3891482353210449,0.6099774241447449,0
0.41397625207901,0.7318466305732727,0.46472427248954773,0.704748272895813,0.5018772482872009,0.638404369354248,0.5195451974868774,0.5681518316268921,0.5477139949798584,0.5305361151695251,0.47964993119239807,0.5657020807266235,0.4686097204685211,0.5167768001556396,0.461945503950119,0.5705437064170837,0.46848228573799133,0.5935969352722168,0.440341591835022,0.5633779764175415,0.42765331268310547,0.514786422252655,0.42881661653518677,0.5838674306869507,0.44050049781799316,0.5957260727882385,0.40424299240112305,0.5704079270362854,0.3921073079109192,0.5342424511909485,0.398338258266449,0.5938675999641418,0.41097491979599,0.6026207208633423,0.37063905596733093,0.5835872888565063,0.3581525683403015,0.5553684234619141,0.3672984838485718,0.5949989557266235,0.378169983625412,0.6076897382736206,0
0.4093344211578369,0.7321570515632629,0.46070733666419983,0.707895815372467,0.5002034902572632,0.6408328413963318,0.5151358246803284,0.5686612129211426,0.5417752265930176,0.5294740200042725,0.4757501482963562,0.5670441389083862,0.4652634263038635,0.5167658925056458,0.456307053565979,0.5717694759368896,0.4613896608352661,0.5979945063591003,0.4363977611064911,0.5648095011711121,0.4248790144920349,0.513568639755249,0.4246727228164673,0.5852228403091431,0.43633878231048584,0.6024211049079895,0.4008506238460541,0.5709835290908813,0.3880245089530945,0.5324065685272217,0.39428290724754333,0.5949387550354004,0.4078492522239685,0.6082291603088379,0.3672788739204407,0.5835168361663818,0.35417985916137695,0.554271936416626,0.3629762530326843,0.5953634977340698,0.37421417236328125,0.6098194718360901,0
0.4093363583087921,0.7312427759170532,0.46105214953422546,0.7049523591995239,0.49930140376091003,0.6401479244232178,0.5155430436134338,0.5691068768501282,0.5429642200469971,0.5309296250343323,0.4769364893436432,0.5673699975013733,0.466897577047348,0.5170745849609375,0.45883578062057495,0.5724879503250122,0.46394023299217224,0.5959754586219788,0.4374769330024719,0.564730167388916,0.4249512553215027,0.5132047533988953,0.4257913827896118,0.5851176381111145,0.43715572357177734,0.6017161011695862,0.40151506662368774,0.5710331201553345,0.3885980546474457,0.5311955809593201,0.395567387342453,0.5947117209434509,0.4089391827583313,0.6084812879562378,0.3678863048553467,0.5835392475128174,0.3545053005218506,0.5536048412322998,0.364144891500473,0.595208466053009,0.37610873579978943,0.6102419495582581,0
